Designator,Quantity,Description,Comment,LibRef,Footprint

"LD1_x8_1, LD1_x8_2, LD1_x8_3, LD1_x8_4, LD1_x8_5, LD1_x8_6, LD1_x8_7, LD1_x8_8, LD2_x8_1, LD2_x8_2, LD2_x8_3, LD2_x8_4, LD2_x8_5, LD2_x8_6, LD2_x8_7, LD2_x8_8, LD3_x8_1, LD3_x8_2, LD3_x8_3, LD3_x8_4, LD3_x8_5, LD3_x8_6, LD3_x8_7, LD3_x8_8, LD4_x8_1, LD4_x8_2, LD4_x8_3, LD4_x8_4, LD4_x8_5, LD4_x8_6, LD4_x8_7, LD4_x8_8, LD5_x8_1, LD5_x8_2, LD5_x8_3, LD5_x8_4, LD5_x8_5, LD5_x8_6, LD5_x8_7, LD5_x8_8, LD6_x8_1, LD6_x8_2, LD6_x8_3, LD6_x8_4, LD6_x8_5, LD6_x8_6, LD6_x8_7, LD6_x8_8, LD7_x8_1, LD7_x8_2, LD7_x8_3, LD7_x8_4, LD7_x8_5, LD7_x8_6, LD7_x8_7, LD7_x8_8, LD8_x8_1, LD8_x8_2, LD8_x8_3, LD8_x8_4, LD8_x8_5, LD8_x8_6, LD8_x8_7, LD8_x8_8","64","","1515 Addressable LED","SK6805-EC 15","SK6805-EC 15 DENSE"
